product_id,product_name,total_orders,total_quantity_sold,total_sales
OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",8,33,227.04
OFF-AP-10001124,"Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection",1,8,647.84
OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4" x 2"""",7,28,277.38
FUR-CH-10000785,"Global Ergonomic Managers Chair",11,39,6008.536
OFF-AR-10003732,"Newell 333",11,33,86.736
FUR-FU-10000023,"Eldon Wave Desk Accessories",9,45,236.77799999999996
OFF-BI-10002412,"Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders",5,22,100.92
OFF-SU-10001225,"Staple remover",8,24,80.224
OFF-ST-10002406,"Pizazz Global Quick File",6,24,353.29200000000003
OFF-PA-10002036,"Xerox 1930",5,24,138.67200000000003
OFF-ST-10002205,"File Shuttle I and Handi-File",3,13,262.668
TEC-AC-10003911,"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",5,18,2623.8360000000002
OFF-AR-10000658,"Newell 324",7,23,263.34000000000003
TEC-AC-10002076,"Microsoft Natural Keyboard Elite",4,29,1497
OFF-PA-10003039,"Xerox 1960",6,32,879.8320000000001
FUR-TA-10004915,"Office Impressions End Table, 20-1/2"H x 24""W x 20""D"",5,23,5801.815999999999
OFF-AP-10000696,"Holmes Odor Grabber",8,30,357.616
OFF-ST-10003327,"Akro-Mils 12-Gallon Tote",4,13,113.202
OFF-PA-10004734,"Southworth Structures Collection",2,10,72.8
OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11" x 14-7/8"""",7,22,334.36800000000005
TEC-AC-10004708,"Sony 32GB Class 10 Micro SDHC R40 Memory Card",4,12,251.4
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",6,22,4334.8275
TEC-AC-10002335,"Logitech Media Keyboard K200",4,16,503.856
TEC-MA-10001681,"Lexmark MarkNet N8150 Wireless Print Server",2,6,723.51
FUR-FU-10001935,"3M Hangers With Command Adhesive",8,33,108.04
OFF-AR-10004757,"Crayola Colored Pencils",11,40,120.70400000000001
OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",10,42,197.82999999999998
TEC-PH-10003012,"Nortel Meridian M3904 Professional Digital phone",10,32,4434.912
TEC-CO-10002313,"Canon PC1080F Personal Copier",4,11,5999.9
OFF-BI-10003982,"Wilson Jones Century Plastic Molded Ring Binders",10,48,583.637
OFF-BI-10004492,"Tuf-Vin Binders",7,26,669.496
OFF-ST-10000798,"2300 Heavy-Duty Transfer File Systems by Perma",4,16,344.724
OFF-PA-10002552,"Xerox 1958",2,5,32.400000000000006
OFF-SU-10002573,"Acme 10" Easy Grip Assistive Scissors"",8,26,448.76800000000003
OFF-ST-10001580,"Super Decoflex Portable Personal File",5,13,179.76
OFF-ST-10000934,"Contico 72"H Heavy-Duty Storage System"",5,16,598.308
TEC-AC-10000158,"Sony 64GB Class 10 Micro SDHC R40 Memory Card",9,27,899.7500000000001
OFF-PA-10001947,"Xerox 1974",4,10,57.408
OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",6,31,219.78
OFF-AP-10004249,"Staple holder",5,22,234.61200000000002
TEC-CO-10004115,"Sharp AL-1530CS Digital Copier",4,17,6399.872
OFF-PA-10003724,"Wirebound Message Book, 4 per Page",7,35,184.62
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",6,20,2671.421
OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2" x 4"""",5,13,125.84
OFF-LA-10003766,"Self-Adhesive Removable Labels",7,35,110.25
FUR-BO-10001972,"O'Sullivan 4-Shelf Bookcase in Odessa Pine",7,37,2740.197
FUR-CH-10003956,"Novimex High-Tech Fabric Mesh Task Chair",4,16,922.74
OFF-PA-10000157,"Xerox 191",10,39,767.232
OFF-AR-10004344,"Bulldog Vacuum Base Pencil Sharpener",6,31,330.924
FUR-CH-10004886,"Bevis Steel Folding Chairs",6,24,1775.075
OFF-PA-10003845,"Xerox 1987",4,16,92.48
OFF-AR-10001573,"American Pencil",6,21,48.93
OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",5,22,320.25
TEC-AC-10004114,"KeyTronic 6101 Series - Keyboard - Black",2,10,360.712
FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",2,6,84.84
OFF-ST-10000918,Crate-A-Files,7,18,176.57999999999998
FUR-CH-10000015,"Hon Multipurpose Stacking Arm Chairs",6,36,6584.639999999999
FUR-FU-10003347,"Coloredge Poster Frame",6,21,298.2
OFF-BI-10001543,"GBC VeloBinder Manual Binding System",8,30,842.1660000000002
TEC-MA-10000029,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",2,4,279.96
OFF-AR-10000369,"Design Ebony Sketching Pencil",3,11,13.622
OFF-BI-10004584,"GBC ProClick 150 Presentation Binding System",5,22,3222.996
OFF-ST-10000617,"Woodgrain Magazine Files by Perma",6,24,69.136
OFF-ST-10003306,"Letter Size Cart",8,33,4600.092
OFF-BI-10000773,"Insertable Tab Post Binder Dividers",8,25,66.566
TEC-AC-10002600,"Belkin QODE FastFit Bluetooth Keyboard",2,9,495.6
TEC-MA-10002937,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1,3,1007.979
OFF-PA-10002230,"Xerox 1897",4,16,67.72800000000001
FUR-CH-10003396,"Global Deluxe Steno Chair",10,29,1770.54
FUR-FU-10000246,"Aluminum Document Frame",5,22,244.39999999999998
OFF-ST-10000060,"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",8,43,2612.196
OFF-ST-10003058,"Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays",6,30,709.5
FUR-CH-10002372,"Office Star - Ergonomically Designed Knee Chair",7,19,1311.8760000000002
OFF-LA-10001317,"Avery 520",5,15,46.620000000000005
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",7,20,45.396
OFF-AR-10000588,"Newell 345",9,26,476.15999999999997
OFF-ST-10001469,"Fellowes Bankers Box Recycled Super Stor/Drawer",7,24,1187.56
OFF-AR-10001953,"Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener",7,27,1073.112
OFF-AR-10003156,"50 Colored Long Pencils",5,14,138.176
OFF-AR-10004974,"Newell 342",1,3,9.84
TEC-PH-10002365,"Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S",3,8,64.972
OFF-ST-10000142,"Deluxe Rollaway Locking File with Drawer",5,14,5572.792
TEC-AC-10001772,"Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive",6,45,718.65
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",7,25,1757.266
FUR-CH-10002331,"Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",6,24,7582.374
OFF-EN-10001415,"Staple envelope",5,11,54.684
OFF-AP-10002472,"3M Office Air Cleaner",2,10,259.8
TEC-AC-10004571,"Logitech G700s Rechargeable Gaming Mouse",9,25,2339.766
OFF-BI-10001098,"Acco D-Ring Binder w/DublLock",9,31,235.18
FUR-TA-10001889,"Bush Advantage Collection Racetrack Conference Table",7,33,9544.725
OFF-BI-10000315,"Poly Designer Cover & Back",7,35,451.96200000000005
OFF-SU-10003505,"Premier Electric Letter Opener",8,24,2641.6079999999997
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",7,21,929.48
FUR-BO-10002824,"Bush Mission Pointe Library",3,6,748.8607999999999
OFF-BI-10002194,"Cardinal Hold-It CD Pocket",4,12,38.304
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",10,21,1098.5040000000001
OFF-ST-10002743,"SAFCO Boltless Steel Shelving",10,46,4704.696000000001
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",3,10,935.1972
TEC-PH-10002680,"Samsung Galaxy Note 3",3,13,2155.902
OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",9,35,518.112
OFF-PA-10003465,"Xerox 1912",4,11,201.082
TEC-PH-10000149,"Cisco SPA525G2 IP Phone - Wireless",5,26,426.93
OFF-AR-10003045,"Prang Colored Pencils",7,32,90.55199999999999
OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",7,33,4479.03
TEC-AC-10001445,"Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink",3,14,42.42
TEC-AC-10002567,"Logitech G602 Wireless Gaming Mouse",9,29,1999.75
OFF-LA-10003923,"Alphabetical Labels for Top Tab Filing",9,37,518
FUR-BO-10001337,"O'Sullivan Living Dimensions 2-Shelf Bookcases",10,28,2970.059
TEC-PH-10001924,"iHome FM Clock Radio with Lightning Dock",5,13,699.8999999999999
TEC-PH-10001363,"Apple iPhone 5S",4,11,4901.914
TEC-PH-10000376,"Square Credit Card Reader",7,22,173.826
TEC-AC-10000303,"Logitech M510 Wireless Mouse",3,7,239.94
OFF-ST-10001809,"Fellowes Officeware Wire Shelving",11,55,4509.466
OFF-EN-10003845,"Colored Envelopes",5,16,50.922000000000004
TEC-AC-10000991,"Sony Micro Vault Click 8 GB USB 2.0 Flash Drive",4,13,582.6759999999999
FUR-TA-10001857,"Balt Solid Wood Rectangular Table",4,11,828.0964999999999
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",4,12,632.52
OFF-BI-10002498,"Clear Mylar Reinforcing Strips",7,29,377.538
FUR-FU-10004864,"Eldon 500 Class Desk Accessories",13,46,1834.8119999999997
FUR-FU-10004864,"Howard Miller 14-1/2" Diameter Chrome Round Wall Clock"",13,46,1834.8119999999997
FUR-FU-10000073,"Deflect-O Glasstique Clear Desk Accessories",3,17,124.74
OFF-BI-10001670,"Vinyl Sectional Post Binders",11,40,901.0300000000001
OFF-BI-10001658,"GBC Standard Therm-A-Bind Covers",12,34,466.00399999999996
FUR-CH-10001215,"Global Troy Executive Leather Low-Back Tilter",9,32,12975.382
OFF-BI-10000831,"Storex Flexible Poly Binders with Double Pockets",3,9,10.824000000000002
OFF-PA-10000357,"Xerox 1888",12,48,2141.634
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",12,48,2141.634
OFF-AR-10001662,"Rogers Handheld Barrel Pencil Sharpener",7,30,75.624
OFF-AR-10003856,"Newell 344",6,18,45.592
OFF-BI-10003527,"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",10,31,27453.384
FUR-FU-10001290,"Executive Impressions Supervisor Wall Clock",4,21,867.2599999999999
TEC-AC-10002399,"SanDisk Cruzer 32 GB USB Flash Drive",6,20,361.38
OFF-AR-10003811,"Newell 327",4,18,39.78
OFF-AR-10001246,"Newell 317",7,32,79.96799999999999
TEC-CO-10003236,"Canon Image Class D660 Copier",2,7,3959.9339999999997
OFF-ST-10004507,"Advantus Rolling Storage Box",10,27,428.74999999999994
OFF-PA-10001667,"Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)",8,32,169.832
OFF-ST-10004459,"Tennsco Single-Tier Lockers",8,28,9158.296
OFF-ST-10000736,"Carina Double Wide Media Storage Towers in Natural & Black",12,39,3028.6520000000005
OFF-BI-10000285,"XtraLife ClearVue Slant-D Ring Binders by Cardinal",5,22,72.912
TEC-PH-10003555,"Motorola HK250 Universal Bluetooth Headset",9,41,832.238
OFF-FA-10002815,Staples,3,13,50.616
FUR-CH-10003379,"Global Commerce Series High-Back Swivel/Tilt Chairs",9,33,7979.4400000000005
OFF-ST-10004963,"Eldon Gobal File Keepers",6,24,348.21999999999997
OFF-SU-10002881,"Martin Yale Chadless Opener Electric Letter Opener",6,22,16656.199999999997
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",6,34,336.952
FUR-CH-10000595,"Safco Contoured Stacking Chairs",8,27,5697.759999999999
FUR-FU-10000448,"Tenex Chairmats For Use With Carpeted Floors",4,11,175.78
TEC-PH-10000984,"Panasonic KX-TG9471B",7,27,4978.146
OFF-ST-10001325,"Sterilite Officeware Hinged File Box",11,35,345.84000000000003
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",9,46,526.612
OFF-BI-10004528,"Cardinal Poly Pocket Divider Pockets for Ring Binders",4,15,40.32000000000001
OFF-AP-10001271,"Eureka The Boss Cordless Rechargeable Stick Vac",6,19,948.228
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",15,64,3641.2740000000003
TEC-AC-10001432,"Enermax Aurora Lite Keyboard",5,21,1641.15
TEC-PH-10002262,"LG Electronics Tone+ HBS-730 Bluetooth Headset",4,18,904.5519999999999
TEC-AC-10001465,"SanDisk Cruzer 64 GB USB Flash Drive",9,34,1184.0320000000002
TEC-PH-10002597,"Xblue XB-1670-86 X16 Small Office Telephone - Titanium",2,5,604.752
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",9,33,1115.64
OFF-BI-10000404,"Avery Printable Repositionable Plastic Tabs",6,16,115.24
OFF-PA-10002986,"Xerox 1898",11,46,280.55999999999995
OFF-SU-10001935,"Staple remover",6,16,29.648
FUR-CH-10002024,"HON 5400 Series Task Chairs for Big and Tall",8,39,21870.576
FUR-FU-10003039,"Howard Miller 11-1/2" Diameter Grantwood Wall Clock"",6,14,500.308
OFF-FA-10004248,"Advantus T-Pin Paper Clips",5,16,64.042
OFF-ST-10001780,"Tennsco 16-Compartment Lockers with Coat Rack",5,13,7515.523999999999
OFF-AR-10003560,"Zebra Zazzle Fluorescent Highlighters",6,20,100.92800000000001
OFF-LA-10001297,"Avery 473",6,24,248.4
FUR-TA-10004256,"Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables",4,17,5634.9
OFF-PA-10003441,"Xerox 226",11,53,334.368
OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",8,38,433.789
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",1,5,13
FUR-FU-10004020,"Advantus Panel Wall Acrylic Frame",5,20,87.52
OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",4,15,29.7
TEC-PH-10002496,"Cisco SPA301",9,30,4180.532
OFF-PA-10004530,"Personal Creations Ink Jet Cards and Labels",4,28,321.44
OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",7,31,269.328
OFF-PA-10004451,"Xerox 222",7,22,134.784
FUR-CH-10004997,"Hon Every-Day Series Multi-Task Chairs",10,43,6748.482000000001
TEC-PH-10000347,"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple",6,17,65.34
OFF-AR-10003394,"Newell 332",5,24,67.032
OFF-PA-10001450,"Rediform S.O.S. Phone Message Books",1,4,19.92
OFF-SU-10001574,"Acme Value Line Scissors",10,22,76.64999999999999
OFF-SU-10004498,"Martin-Yale Premier Letter Opener",7,20,236.99200000000002
TEC-PH-10000586,"AT&T SB67148 SynJ",3,8,475.128
OFF-BI-10002764,"Recycled Pressboard Report Cover with Reinforced Top Hinge",8,34,69.768
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",8,36,3322.8780000000006
TEC-PH-10003800,"i.Sound Portable Power - 8000 mAh",5,9,413.322
OFF-PA-10002005,"Xerox 225",9,33,196.992
OFF-PA-10004101,"Xerox 1894",5,27,169.776
OFF-AR-10004078,"Newell 312",11,49,234.768
OFF-AP-10004708,"Fellowes Superior 10 Outlet Split Surge Protector",9,30,867.7680000000001
FUR-FU-10001979,"Dana Halogen Swing-Arm Architect Lamp",6,28,1114.384
OFF-SU-10004115,"Acme Stainless Steel Office Snips",4,13,81.424
TEC-PH-10001425,"Mophie Juice Pack Helium for iPhone",6,24,1583.8020000000001
TEC-PH-10003963,"GE 2-Jack Phone Line Splitter",3,11,1771.5140000000001
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",13,49,8138.232
OFF-PA-10002120,"Xerox 1889",3,10,516.624
OFF-BI-10000848,"Angle-D Ring Binders",6,14,39.384
TEC-PH-10003092,"Motorola L804",6,19,607.068
OFF-LA-10004345,"Avery 493",4,13,55.974
OFF-PA-10001204,"Xerox 1972",5,10,46.464000000000006
TEC-PH-10004667,"Cisco 8x8 Inc. 6753i IP Business Phone System",6,26,2645.804
OFF-BI-10002949,"Prestige Round Ring Binders",8,21,85.728
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",5,11,161.92000000000002
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",10,36,175.938
OFF-BI-10002824,"Recycled Easel Ring Binders",9,35,308.844
TEC-PH-10002538,"Grandstream GXP1160 VoIP phone",6,24,803.692
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",10,37,179.01399999999998
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",6,23,2959.208
OFF-AP-10000179,"Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room",3,12,1320.1660000000002
OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",5,12,1465.744
FUR-FU-10000221,"Master Caster Door Stop, Brown",9,38,176.78400000000002
OFF-AP-10001563,"Belkin Premiere Surge Master II 8-outlet surge protector",7,26,952.168
OFF-ST-10001963,"Tennsco Regal Shelving Units",4,18,1764.534
TEC-AC-10001267,"Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...",5,18,467.22
TEC-PH-10002103,"Jabra SPEAK 410",9,37,3158.0639999999994
TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",3,14,83.44
FUR-CH-10001482,"Office Star - Mesh Screen back chair with Vinyl seat",7,20,2200.464
OFF-BI-10001989,"Premium Transparent Presentation Covers by GBC",10,43,753.1820000000001
OFF-AP-10003287,"Tripp Lite TLP810NET Broadband Surge for Modem/Fax",6,22,937.8480000000001
OFF-BI-10004728,"Wilson Jones Turn Tabs Binder Tool for Ring Binders",13,59,212.08
FUR-FU-10000732,"Eldon 200 Class Desk Accessories",7,22,133.136
OFF-ST-10000585,"Economy Rollaway Files",7,20,3138.8
OFF-LA-10002787,"Avery 480",6,24,89.25
OFF-PA-10001934,"Xerox 1993",8,24,147.744
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",6,20,1674.3999999999999
OFF-FA-10003112,Staples,7,22,146.754
OFF-AP-10002350,"Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector",8,29,516.2159999999999
TEC-AC-10001142,"First Data FD10 PIN Pad",5,24,1722.2
TEC-AC-10001101,"Sony 16GB Class 10 Micro SDHC R40 Memory Card",4,16,190.77200000000002
OFF-AP-10002439,"Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge",3,16,823.2520000000001
OFF-BI-10002827,"Avery Durable Poly Binders",6,33,82.95
OFF-EN-10002230,"Airmail Envelopes",6,19,1359.6660000000002
OFF-ST-10001511,"Space Solutions Commercial Steel Shelving",7,33,1952.43
OFF-SU-10004231,"Acme Tagit Stainless Steel Antibacterial Scissors",6,22,196.02
TEC-PH-10004042,"ClearOne Communications CHAT 70 OC Speaker Phone",4,12,1685.294
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",3,12,83.49
FUR-FU-10002759,"12-1/2 Diameter Round Wall Clock",8,36,551.448
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",6,18,3354.8900000000003
OFF-AR-10001954,"Newell 331",4,17,75.306
OFF-AP-10004532,"Kensington 6 Outlet Guardian Standard Surge Protector",6,20,409.6
OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",7,35,262.964
OFF-AP-10000804,"Hoover Portapower Portable Vacuum",4,18,61.824
TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",5,14,150.67000000000002
FUR-FU-10003553,"Howard Miller 13-1/2" Diameter Rosebrook Wall Clock"",5,17,949.026
OFF-BI-10004632,"GBC Binding covers",14,45,5535.593
OFF-BI-10004632,"Ibico Hi-Tech Manual Binding System",14,45,5535.593
OFF-BI-10003305,"Avery Hanging File Binders",6,26,105.846
OFF-ST-10002583,"Fellowes Neat Ideas Storage Cubes",7,16,480.70399999999995
TEC-MA-10004125,"Cubify CubeX 3D Printer Triple Head Print",1,4,7999.98
OFF-LA-10001934,"Avery 516",4,15,109.65
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",9,34,3317.7235
FUR-FU-10004071,"Luxo Professional Magnifying Clamp-On Fluorescent Lamps",4,13,1268.922
OFF-ST-10002444,"Recycled Eldon Regeneration Jumbo File",6,20,235.776
TEC-AC-10002253,"Imation Bio 8GB USB Flash Drive Imation Corp",4,16,2659.84
OFF-PA-10000743,"Xerox 1977",6,20,130.928
OFF-LA-10002312,"Avery 490",5,13,177.60000000000002
OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",11,43,1233.4120000000003
OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2,5,16.176000000000002
OFF-BI-10001575,"GBC Linen Binding Covers",6,18,207.56599999999997
FUR-FU-10003394,"Tenex "The Solids"" Textured Chair Mats"",7,26,1469.1599999999999
FUR-TA-10002774,"Laminate Occasional Tables",3,18,2096.168
OFF-PA-10001800,"Xerox 220",8,25,145.152
OFF-AP-10001469,"Fellowes 8 Outlet Superior Workstation Surge Protector",5,20,759.122
FUR-BO-10003272,"O'Sullivan Living Dimensions 5-Shelf Bookcases",6,21,3420.7704000000003
OFF-EN-10001219,"#10- 4 1/8" x 9 1/2"" Security-Tint Envelopes"",8,21,146.688
OFF-AP-10001154,"Bionaire Personal Warm Mist Humidifier/Vaporizer",3,11,515.79
TEC-AC-10001606,"Logitech Wireless Performance Mouse MX for PC and Mac",7,21,1799.8200000000002
OFF-BI-10003355,"Cardinal Holdit Business Card Pockets",8,25,87.648
FUR-FU-10002253,"Howard Miller 13" Diameter Pewter Finish Round Wall Clock"",7,27,1047.7359999999999
OFF-PA-10004092,"Tops Green Bar Computer Printout Paper",3,7,342.58
FUR-TA-10000198,"Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",5,27,9917.64
OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",6,20,1857.2520000000002
FUR-FU-10000222,"Seth Thomas 16" Steel Case Clock"",5,19,441.728
OFF-SU-10004664,"Acme Softgrip Scissors",4,23,166.056
OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6" x 9"""",4,13,125.172
TEC-PH-10002170,"ClearSounds CSC500 Amplified Spirit Phone Corded phone",6,19,1119.84
OFF-PA-10001954,"Xerox 1964",5,33,721.7439999999999
FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",3,9,2033.496
OFF-ST-10004634,"Personal Folder Holder, Ebony",6,14,145.73000000000002
TEC-AC-10003610,"Logitech Illuminated - Keyboard",6,20,1139.81
FUR-BO-10001619,"O'Sullivan Cherrywood Estates Traditional Bookcase",2,6,424.90000000000003
OFF-BI-10000138,"Acco Translucent Poly Ring Binders",8,31,91.72799999999998
TEC-AC-10001383,"Logitech Wireless Touch Keyboard K400",3,15,364.854
OFF-LA-10003223,"Avery 508",6,19,87.398
OFF-BI-10004094,"GBC Standard Plastic Binding Systems Combs",5,13,55.755
OFF-PA-10004971,"Xerox 196",8,18,92.48
TEC-PH-10000004,"Belkin iPhone and iPad Lightning Cable",2,7,83.944
OFF-BI-10003638,"GBC Durable Plastic Covers",8,34,369.585
FUR-FU-10003577,"Nu-Dell Leatherette Frames",3,18,246.64800000000002
OFF-BI-10000546,"Avery Durable Binders",12,50,87.264
TEC-CO-10002095,"Hewlett Packard 610 Color Digital Copier / Printer",7,21,8899.822
FUR-TA-10001095,"Chromcraft Round Conference Tables",13,61,8209.059
OFF-LA-10004484,"Avery 476",10,37,137.116
OFF-EN-10001532,"Brown Kraft Recycled Envelopes",5,15,244.512
TEC-AC-10003174,"Plantronics S12 Corded Telephone Headset System",6,23,2242.0319999999997
OFF-BI-10004187,"3-ring staple pack",6,26,42.112
OFF-ST-10000025,"Fellowes Stor/Drawer Steel Plus Storage Drawers",8,37,3397.308
FUR-FU-10004306,"Electrix Halogen Magnifier Lamp",6,17,2759.06
FUR-CH-10003746,"Hon 4070 Series Pagoda Round Back Stacking Chairs",7,21,5906.032
OFF-BI-10001036,"Cardinal EasyOpen D-Ring Binders",8,40,209.306
OFF-BI-10000301,"GBC Instant Report Kit",13,50,164.985
OFF-AR-10004648,"Boston 19500 Mighty Mite Electric Pencil Sharpener",4,17,342.55
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7,28,136.34400000000002
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",4,19,95.94
FUR-CH-10002335,"Hon GuestStacker Chair",9,34,6936.102
OFF-PA-10003657,"Xerox 1927",5,18,65.056
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",6,17,858.858
TEC-AC-10000057,"Microsoft Natural Ergonomic Keyboard 4000",5,19,557.8140000000001
OFF-EN-10000056,"Cameo Buff Policy Envelopes",8,28,1555.75
OFF-BI-10000014,"Heavy-Duty E-Z-D Binders",8,29,176.74200000000002
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",7,27,5212.112
OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2" X 11"""",4,23,62.946
FUR-CH-10003199,"Office Star - Contemporary Task Swivel Chair",6,20,1842.268
TEC-PH-10001530,"Plantronics Voyager Pro Legend",9,34,8111.136
TEC-PH-10001530,"Cisco Unified IP Phone 7945G VoIP phone",9,34,8111.136
OFF-LA-10001569,"Avery 499",11,40,176.292
OFF-PA-10000176,"Xerox 1887",8,30,512.1899999999999
OFF-LA-10002271,"Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set",5,16,48.04799999999999
FUR-FU-10004090,"Executive Impressions 14" Contract Wall Clock"",7,17,346.788
OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",7,29,2010.8519999999999
OFF-AP-10000576,"Belkin 7 Outlet SurgeMaster II",7,29,2010.8519999999999
OFF-PA-10003953,"Xerox 218",5,8,49.248000000000005
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",5,17,155.38
OFF-AR-10001897,"Model L Table or Wall-Mount Pencil Sharpener",5,24,402.97599999999994
TEC-PH-10001795,"RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting",5,16,6935.862
TEC-PH-10001795,"ClearOne CHATAttach 160 - speaker phone",5,16,6935.862
TEC-AC-10004901,"Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ",4,13,549.89
OFF-AR-10003190,"Newell 32",6,17,47.232
OFF-AP-10000240,"Belkin F9G930V10-GRY 9 Outlet Surge",5,16,770.1120000000001
TEC-AC-10001838,"Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset",7,26,5119.744000000001
OFF-PA-10003651,"Xerox 1968",5,26,165.664
OFF-BI-10003094,"Self-Adhesive Ring Binder Labels",4,11,22.88
FUR-CH-10001394,"Global Leather Executive Chair",7,21,5861.533
OFF-BI-10004230,"GBC Recycled Grain Textured Covers",5,20,466.29
OFF-PA-10003395,"Xerox 1941",5,19,1740.5100000000002
